Filename; Timestamp from FTS; Matching Timestamp from TXT; Branch number; Position in branch; Branch length; Branch generation; branchCode; Offset [mm]
BronchoscopyVideo_2_20260106T094213_openCV_530.mhd; 1767688986906; 1767688986904; 8; 53; 62; 2; 1,2; 4.7
BronchoscopyVideo_2_20260106T094213_openCV_531.mhd; 1767688987006; 1767688987004; 8; 52; 62; 2; 1,2; 4.6
BronchoscopyVideo_2_20260106T094213_openCV_532.mhd; 1767688987107; 1767688987104; 8; 52; 62; 2; 1,2; 4.4
BronchoscopyVideo_2_20260106T094213_openCV_533.mhd; 1767688987206; 1767688987204; 8; 53; 62; 2; 1,2; 4.5
BronchoscopyVideo_2_20260106T094213_openCV_534.mhd; 1767688987306; 1767688987304; 8; 55; 62; 2; 1,2; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_535.mhd; 1767688987406; 1767688987403; 8; 54; 62; 2; 1,2; 6.1
BronchoscopyVideo_2_20260106T094213_openCV_536.mhd; 1767688987507; 1767688987504; 8; 54; 62; 2; 1,2; 6.3
BronchoscopyVideo_2_20260106T094213_openCV_537.mhd; 1767688987606; 1767688987604; 6; 7; 38; 3; 1,2,2; 7.9
BronchoscopyVideo_2_20260106T094213_openCV_538.mhd; 1767688987706; 1767688987704; 6; 11; 38; 3; 1,2,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_539.mhd; 1767688987806; 1767688987804; 6; 11; 38; 3; 1,2,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_540.mhd; 1767688987906; 1767688987903; 6; 13; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_541.mhd; 1767688988006; 1767688988003; 6; 16; 38; 3; 1,2,2; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_542.mhd; 1767688988106; 1767688988103; 6; 16; 38; 3; 1,2,2; 6.4
BronchoscopyVideo_2_20260106T094213_openCV_543.mhd; 1767688988206; 1767688988203; 6; 16; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_544.mhd; 1767688988306; 1767688988303; 6; 16; 38; 3; 1,2,2; 5
BronchoscopyVideo_2_20260106T094213_openCV_545.mhd; 1767688988406; 1767688988403; 6; 20; 38; 3; 1,2,2; 3.1
BronchoscopyVideo_2_20260106T094213_openCV_546.mhd; 1767688988506; 1767688988503; 6; 23; 38; 3; 1,2,2; 3.9
BronchoscopyVideo_2_20260106T094213_openCV_547.mhd; 1767688988606; 1767688988603; 6; 27; 38; 3; 1,2,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_548.mhd; 1767688988706; 1767688988703; 6; 28; 38; 3; 1,2,2; 6.7
BronchoscopyVideo_2_20260106T094213_openCV_549.mhd; 1767688988806; 1767688988803; 6; 28; 38; 3; 1,2,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_550.mhd; 1767688988907; 1767688988902; 6; 29; 38; 3; 1,2,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_551.mhd; 1767688989006; 1767688989002; 6; 30; 38; 3; 1,2,2; 8.7
BronchoscopyVideo_2_20260106T094213_openCV_552.mhd; 1767688989106; 1767688989102; 6; 31; 38; 3; 1,2,2; 8.6
BronchoscopyVideo_2_20260106T094213_openCV_553.mhd; 1767688989206; 1767688989202; 6; 32; 38; 3; 1,2,2; 8.2
BronchoscopyVideo_2_20260106T094213_openCV_554.mhd; 1767688989306; 1767688989302; 6; 33; 38; 3; 1,2,2; 8.6
BronchoscopyVideo_2_20260106T094213_openCV_555.mhd; 1767688989406; 1767688989402; 3; 7; 28; 4; 1,2,2,1; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_556.mhd; 1767688989506; 1767688989502; 3; 8; 28; 4; 1,2,2,1; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_557.mhd; 1767688989606; 1767688989602; 3; 9; 28; 4; 1,2,2,1; 8.3
BronchoscopyVideo_2_20260106T094213_openCV_558.mhd; 1767688989707; 1767688989702; 3; 9; 28; 4; 1,2,2,1; 8.8
BronchoscopyVideo_2_20260106T094213_openCV_559.mhd; 1767688989806; 1767688989801; 3; 11; 28; 4; 1,2,2,1; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_560.mhd; 1767688989906; 1767688989901; 3; 15; 28; 4; 1,2,2,1; 7.9
BronchoscopyVideo_2_20260106T094213_openCV_561.mhd; 1767688990006; 1767688990001; 3; 17; 28; 4; 1,2,2,1; 7.6
BronchoscopyVideo_2_20260106T094213_openCV_562.mhd; 1767688990106; 1767688990101; 3; 16; 28; 4; 1,2,2,1; 8.2
BronchoscopyVideo_2_20260106T094213_openCV_563.mhd; 1767688990206; 1767688990201; 3; 14; 28; 4; 1,2,2,1; 8.7
BronchoscopyVideo_2_20260106T094213_openCV_564.mhd; 1767688990306; 1767688990301; 3; 13; 28; 4; 1,2,2,1; 8.2
BronchoscopyVideo_2_20260106T094213_openCV_565.mhd; 1767688990406; 1767688990401; 3; 13; 28; 4; 1,2,2,1; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_566.mhd; 1767688990506; 1767688990501; 3; 13; 28; 4; 1,2,2,1; 8.3
BronchoscopyVideo_2_20260106T094213_openCV_567.mhd; 1767688990606; 1767688990601; 3; 13; 28; 4; 1,2,2,1; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_568.mhd; 1767688990706; 1767688990701; 3; 13; 28; 4; 1,2,2,1; 7.5
BronchoscopyVideo_2_20260106T094213_openCV_569.mhd; 1767688990806; 1767688990801; 3; 13; 28; 4; 1,2,2,1; 7.7
BronchoscopyVideo_2_20260106T094213_openCV_570.mhd; 1767688990906; 1767688990901; 3; 12; 28; 4; 1,2,2,1; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_571.mhd; 1767688991006; 1767688991001; 3; 13; 28; 4; 1,2,2,1; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_572.mhd; 1767688991106; 1767688991101; 3; 13; 28; 4; 1,2,2,1; 7.5
BronchoscopyVideo_2_20260106T094213_openCV_573.mhd; 1767688991206; 1767688991201; 3; 15; 28; 4; 1,2,2,1; 7.6
BronchoscopyVideo_2_20260106T094213_openCV_574.mhd; 1767688991306; 1767688991301; 3; 15; 28; 4; 1,2,2,1; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_575.mhd; 1767688991406; 1767688991401; 3; 14; 28; 4; 1,2,2,1; 7.8
BronchoscopyVideo_2_20260106T094213_openCV_576.mhd; 1767688991506; 1767688991501; 3; 12; 28; 4; 1,2,2,1; 6.9
BronchoscopyVideo_2_20260106T094213_openCV_577.mhd; 1767688991606; 1767688991601; 3; 11; 28; 4; 1,2,2,1; 6.7
BronchoscopyVideo_2_20260106T094213_openCV_578.mhd; 1767688991706; 1767688991701; 3; 11; 28; 4; 1,2,2,1; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_579.mhd; 1767688991806; 1767688991800; 3; 11; 28; 4; 1,2,2,1; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_580.mhd; 1767688991906; 1767688991900; 3; 11; 28; 4; 1,2,2,1; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_581.mhd; 1767688992006; 1767688992000; 3; 11; 28; 4; 1,2,2,1; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_582.mhd; 1767688992106; 1767688992099; 3; 12; 28; 4; 1,2,2,1; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_583.mhd; 1767688992206; 1767688992199; 3; 13; 28; 4; 1,2,2,1; 6.1
BronchoscopyVideo_2_20260106T094213_openCV_584.mhd; 1767688992306; 1767688992299; 3; 14; 28; 4; 1,2,2,1; 5.2
BronchoscopyVideo_2_20260106T094213_openCV_585.mhd; 1767688992406; 1767688992399; 3; 16; 28; 4; 1,2,2,1; 4.9
BronchoscopyVideo_2_20260106T094213_openCV_586.mhd; 1767688992506; 1767688992499; 3; 16; 28; 4; 1,2,2,1; 4.4
BronchoscopyVideo_2_20260106T094213_openCV_587.mhd; 1767688992606; 1767688992599; 3; 16; 28; 4; 1,2,2,1; 4.6
BronchoscopyVideo_2_20260106T094213_openCV_588.mhd; 1767688992707; 1767688992699; 3; 16; 28; 4; 1,2,2,1; 5
BronchoscopyVideo_2_20260106T094213_openCV_589.mhd; 1767688992806; 1767688992799; 3; 16; 28; 4; 1,2,2,1; 5.2
BronchoscopyVideo_2_20260106T094213_openCV_590.mhd; 1767688992906; 1767688992899; 3; 17; 28; 4; 1,2,2,1; 4.9
BronchoscopyVideo_2_20260106T094213_openCV_591.mhd; 1767688993006; 1767688992999; 3; 18; 28; 4; 1,2,2,1; 4.5
BronchoscopyVideo_2_20260106T094213_openCV_592.mhd; 1767688993106; 1767688993099; 3; 19; 28; 4; 1,2,2,1; 3.9
BronchoscopyVideo_2_20260106T094213_openCV_593.mhd; 1767688993206; 1767688993199; 3; 19; 28; 4; 1,2,2,1; 4.1
BronchoscopyVideo_2_20260106T094213_openCV_594.mhd; 1767688993306; 1767688993299; 3; 20; 28; 4; 1,2,2,1; 4.1
BronchoscopyVideo_2_20260106T094213_openCV_595.mhd; 1767688993406; 1767688993399; 3; 20; 28; 4; 1,2,2,1; 4.2
BronchoscopyVideo_2_20260106T094213_openCV_596.mhd; 1767688993506; 1767688993499; 3; 21; 28; 4; 1,2,2,1; 4.8
BronchoscopyVideo_2_20260106T094213_openCV_597.mhd; 1767688993606; 1767688993599; 3; 21; 28; 4; 1,2,2,1; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_598.mhd; 1767688993706; 1767688993699; 3; 22; 28; 4; 1,2,2,1; 4.8
BronchoscopyVideo_2_20260106T094213_openCV_599.mhd; 1767688993806; 1767688993799; 3; 22; 28; 4; 1,2,2,1; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_600.mhd; 1767688993906; 1767688993899; 3; 21; 28; 4; 1,2,2,1; 4.7
BronchoscopyVideo_2_20260106T094213_openCV_601.mhd; 1767688994006; 1767688993999; 3; 21; 28; 4; 1,2,2,1; 4.7
BronchoscopyVideo_2_20260106T094213_openCV_602.mhd; 1767688994106; 1767688994098; 3; 21; 28; 4; 1,2,2,1; 4.4
BronchoscopyVideo_2_20260106T094213_openCV_603.mhd; 1767688994206; 1767688994198; 3; 21; 28; 4; 1,2,2,1; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_604.mhd; 1767688994306; 1767688994298; 3; 21; 28; 4; 1,2,2,1; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_605.mhd; 1767688994406; 1767688994398; 3; 21; 28; 4; 1,2,2,1; 5.2
BronchoscopyVideo_2_20260106T094213_openCV_606.mhd; 1767688994506; 1767688994498; 3; 18; 28; 4; 1,2,2,1; 6.1
BronchoscopyVideo_2_20260106T094213_openCV_607.mhd; 1767688994606; 1767688994598; 3; 7; 28; 4; 1,2,2,1; 8.5
BronchoscopyVideo_2_20260106T094213_openCV_608.mhd; 1767688994706; 1767688994698; 6; 25; 38; 3; 1,2,2; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_609.mhd; 1767688994806; 1767688994798; 6; 26; 38; 3; 1,2,2; 7.6
BronchoscopyVideo_2_20260106T094213_openCV_610.mhd; 1767688994906; 1767688994897; 6; 28; 38; 3; 1,2,2; 8.6
BronchoscopyVideo_2_20260106T094213_openCV_611.mhd; 1767688995006; 1767688994997; 6; 24; 38; 3; 1,2,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_612.mhd; 1767688995106; 1767688995098; 6; 11; 38; 3; 1,2,2; 2.8
BronchoscopyVideo_2_20260106T094213_openCV_613.mhd; 1767688995207; 1767688995198; 8; 57; 62; 2; 1,2; 1.9
BronchoscopyVideo_2_20260106T094213_openCV_614.mhd; 1767688995306; 1767688995297; 8; 56; 62; 2; 1,2; 2
BronchoscopyVideo_2_20260106T094213_openCV_615.mhd; 1767688995406; 1767688995397; 8; 53; 62; 2; 1,2; 1.9
BronchoscopyVideo_2_20260106T094213_openCV_616.mhd; 1767688995506; 1767688995497; 8; 52; 62; 2; 1,2; 4
BronchoscopyVideo_2_20260106T094213_openCV_617.mhd; 1767688995606; 1767688995597; 8; 45; 62; 2; 1,2; 3.3
BronchoscopyVideo_2_20260106T094213_openCV_618.mhd; 1767688995706; 1767688995697; 8; 41; 62; 2; 1,2; 3.7
BronchoscopyVideo_2_20260106T094213_openCV_619.mhd; 1767688995806; 1767688995797; 8; 37; 62; 2; 1,2; 4.1
BronchoscopyVideo_2_20260106T094213_openCV_620.mhd; 1767688995906; 1767688995897; 8; 33; 62; 2; 1,2; 5.5
BronchoscopyVideo_2_20260106T094213_openCV_621.mhd; 1767688996006; 1767688995997; 8; 28; 62; 2; 1,2; 5.4
BronchoscopyVideo_2_20260106T094213_openCV_622.mhd; 1767688996106; 1767688996097; 8; 27; 62; 2; 1,2; 5.5
BronchoscopyVideo_2_20260106T094213_openCV_623.mhd; 1767688996206; 1767688996197; 8; 28; 62; 2; 1,2; 5.6
BronchoscopyVideo_2_20260106T094213_openCV_624.mhd; 1767688996306; 1767688996297; 8; 29; 62; 2; 1,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_625.mhd; 1767688996406; 1767688996397; 8; 30; 62; 2; 1,2; 7.1
BronchoscopyVideo_2_20260106T094213_openCV_626.mhd; 1767688996506; 1767688996496; 8; 30; 62; 2; 1,2; 7.1
BronchoscopyVideo_2_20260106T094213_openCV_627.mhd; 1767688996606; 1767688996596; 8; 30; 62; 2; 1,2; 6.7
BronchoscopyVideo_2_20260106T094213_openCV_628.mhd; 1767688996706; 1767688996696; 8; 28; 62; 2; 1,2; 6
BronchoscopyVideo_2_20260106T094213_openCV_629.mhd; 1767688996806; 1767688996796; 8; 24; 62; 2; 1,2; 5
BronchoscopyVideo_2_20260106T094213_openCV_630.mhd; 1767688996906; 1767688996896; 8; 29; 62; 2; 1,2; 4.6
BronchoscopyVideo_2_20260106T094213_openCV_631.mhd; 1767688997006; 1767688996996; 8; 32; 62; 2; 1,2; 4.7
BronchoscopyVideo_2_20260106T094213_openCV_632.mhd; 1767688997106; 1767688997096; 8; 31; 62; 2; 1,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_633.mhd; 1767688997206; 1767688997196; 8; 29; 62; 2; 1,2; 5
BronchoscopyVideo_2_20260106T094213_openCV_634.mhd; 1767688997306; 1767688997296; 8; 33; 62; 2; 1,2; 5.6
BronchoscopyVideo_2_20260106T094213_openCV_635.mhd; 1767688997406; 1767688997396; 8; 48; 62; 2; 1,2; 4
BronchoscopyVideo_2_20260106T094213_openCV_636.mhd; 1767688997506; 1767688997496; 8; 56; 62; 2; 1,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_637.mhd; 1767688997606; 1767688997596; 8; 54; 62; 2; 1,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_638.mhd; 1767688997706; 1767688997696; 8; 53; 62; 2; 1,2; 6.7
BronchoscopyVideo_2_20260106T094213_openCV_639.mhd; 1767688997806; 1767688997795; 8; 56; 62; 2; 1,2; 9.1
BronchoscopyVideo_2_20260106T094213_openCV_640.mhd; 1767688997906; 1767688997895; 6; 7; 38; 3; 1,2,2; 10
BronchoscopyVideo_2_20260106T094213_openCV_641.mhd; 1767688998006; 1767688997995; 6; 10; 38; 3; 1,2,2; 9
BronchoscopyVideo_2_20260106T094213_openCV_642.mhd; 1767688998106; 1767688998095; 6; 13; 38; 3; 1,2,2; 8.9
BronchoscopyVideo_2_20260106T094213_openCV_643.mhd; 1767688998206; 1767688998194; 6; 14; 38; 3; 1,2,2; 8.8
BronchoscopyVideo_2_20260106T094213_openCV_644.mhd; 1767688998306; 1767688998294; 6; 10; 38; 3; 1,2,2; 8.2
BronchoscopyVideo_2_20260106T094213_openCV_645.mhd; 1767688998406; 1767688998394; 6; 9; 38; 3; 1,2,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_646.mhd; 1767688998506; 1767688998494; 6; 8; 38; 3; 1,2,2; 6.9
BronchoscopyVideo_2_20260106T094213_openCV_647.mhd; 1767688998606; 1767688998594; 6; 7; 38; 3; 1,2,2; 7
BronchoscopyVideo_2_20260106T094213_openCV_648.mhd; 1767688998706; 1767688998694; 6; 7; 38; 3; 1,2,2; 7.1
BronchoscopyVideo_2_20260106T094213_openCV_649.mhd; 1767688998806; 1767688998794; 6; 10; 38; 3; 1,2,2; 6.7
BronchoscopyVideo_2_20260106T094213_openCV_650.mhd; 1767688998906; 1767688998894; 6; 15; 38; 3; 1,2,2; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_651.mhd; 1767688999006; 1767688998994; 6; 18; 38; 3; 1,2,2; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_652.mhd; 1767688999106; 1767688999094; 6; 18; 38; 3; 1,2,2; 6.6
BronchoscopyVideo_2_20260106T094213_openCV_653.mhd; 1767688999206; 1767688999194; 6; 18; 38; 3; 1,2,2; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_654.mhd; 1767688999306; 1767688999294; 6; 18; 38; 3; 1,2,2; 5.8
BronchoscopyVideo_2_20260106T094213_openCV_655.mhd; 1767688999406; 1767688999394; 6; 19; 38; 3; 1,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_656.mhd; 1767688999506; 1767688999494; 6; 18; 38; 3; 1,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_657.mhd; 1767688999606; 1767688999594; 6; 19; 38; 3; 1,2,2; 5.8
BronchoscopyVideo_2_20260106T094213_openCV_658.mhd; 1767688999706; 1767688999694; 6; 24; 38; 3; 1,2,2; 5.9
BronchoscopyVideo_2_20260106T094213_openCV_659.mhd; 1767688999806; 1767688999794; 6; 28; 38; 3; 1,2,2; 6
BronchoscopyVideo_2_20260106T094213_openCV_660.mhd; 1767688999906; 1767688999894; 6; 27; 38; 3; 1,2,2; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_661.mhd; 1767689000006; 1767688999994; 6; 22; 38; 3; 1,2,2; 4.3
BronchoscopyVideo_2_20260106T094213_openCV_662.mhd; 1767689000106; 1767689000094; 6; 28; 38; 3; 1,2,2; 4.8
BronchoscopyVideo_2_20260106T094213_openCV_663.mhd; 1767689000206; 1767689000194; 6; 31; 38; 3; 1,2,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_664.mhd; 1767689000307; 1767689000318; 6; 34; 38; 3; 1,2,2; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_665.mhd; 1767689000406; 1767689000394; 6; 34; 38; 3; 1,2,2; 5.4
BronchoscopyVideo_2_20260106T094213_openCV_666.mhd; 1767689000506; 1767689000494; 6; 34; 38; 3; 1,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_667.mhd; 1767689000606; 1767689000618; 6; 33; 38; 3; 1,2,2; 6.3
BronchoscopyVideo_2_20260106T094213_openCV_668.mhd; 1767689000706; 1767689000717; 6; 32; 38; 3; 1,2,2; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_669.mhd; 1767689000806; 1767689000817; 6; 31; 38; 3; 1,2,2; 6.4
BronchoscopyVideo_2_20260106T094213_openCV_670.mhd; 1767689000906; 1767689000917; 6; 31; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_671.mhd; 1767689001006; 1767689001017; 6; 31; 38; 3; 1,2,2; 7.1
BronchoscopyVideo_2_20260106T094213_openCV_672.mhd; 1767689001106; 1767689001117; 6; 31; 38; 3; 1,2,2; 7.2
BronchoscopyVideo_2_20260106T094213_openCV_673.mhd; 1767689001206; 1767689001217; 6; 33; 38; 3; 1,2,2; 7.2
BronchoscopyVideo_2_20260106T094213_openCV_674.mhd; 1767689001306; 1767689001317; 6; 35; 38; 3; 1,2,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_675.mhd; 1767689001406; 1767689001417; 6; 34; 38; 3; 1,2,2; 7.6
BronchoscopyVideo_2_20260106T094213_openCV_676.mhd; 1767689001506; 1767689001517; 6; 35; 38; 3; 1,2,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_677.mhd; 1767689001606; 1767689001617; 6; 34; 38; 3; 1,2,2; 8.3
BronchoscopyVideo_2_20260106T094213_openCV_678.mhd; 1767689001706; 1767689001717; 6; 33; 38; 3; 1,2,2; 8.4
BronchoscopyVideo_2_20260106T094213_openCV_679.mhd; 1767689001806; 1767689001817; 6; 33; 38; 3; 1,2,2; 8.6
BronchoscopyVideo_2_20260106T094213_openCV_680.mhd; 1767689001906; 1767689001917; 6; 34; 38; 3; 1,2,2; 8.7
BronchoscopyVideo_2_20260106T094213_openCV_681.mhd; 1767689002006; 1767689002017; 6; 35; 38; 3; 1,2,2; 8.6
BronchoscopyVideo_2_20260106T094213_openCV_682.mhd; 1767689002106; 1767689002117; 6; 35; 38; 3; 1,2,2; 9.1
BronchoscopyVideo_2_20260106T094213_openCV_683.mhd; 1767689002206; 1767689002216; 4; 4; 14; 4; 1,2,2,2; 9.9
BronchoscopyVideo_2_20260106T094213_openCV_684.mhd; 1767689002307; 1767689002317; 4; 4; 14; 4; 1,2,2,2; 10.2
BronchoscopyVideo_2_20260106T094213_openCV_685.mhd; 1767689002406; 1767689002416; 4; 4; 14; 4; 1,2,2,2; 10.2
BronchoscopyVideo_2_20260106T094213_openCV_686.mhd; 1767689002506; 1767689002516; 6; 33; 38; 3; 1,2,2; 9
BronchoscopyVideo_2_20260106T094213_openCV_687.mhd; 1767689002606; 1767689002616; 6; 30; 38; 3; 1,2,2; 7.5
BronchoscopyVideo_2_20260106T094213_openCV_688.mhd; 1767689002706; 1767689002716; 6; 29; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_689.mhd; 1767689002806; 1767689002816; 6; 29; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_690.mhd; 1767689002906; 1767689002916; 6; 30; 38; 3; 1,2,2; 7.4
BronchoscopyVideo_2_20260106T094213_openCV_691.mhd; 1767689003006; 1767689003016; 6; 32; 38; 3; 1,2,2; 7.9
BronchoscopyVideo_2_20260106T094213_openCV_692.mhd; 1767689003106; 1767689003116; 6; 32; 38; 3; 1,2,2; 8.3
BronchoscopyVideo_2_20260106T094213_openCV_693.mhd; 1767689003206; 1767689003216; 6; 32; 38; 3; 1,2,2; 8.2
BronchoscopyVideo_2_20260106T094213_openCV_694.mhd; 1767689003306; 1767689003316; 6; 32; 38; 3; 1,2,2; 8.5
BronchoscopyVideo_2_20260106T094213_openCV_695.mhd; 1767689003406; 1767689003415; 6; 33; 38; 3; 1,2,2; 8
BronchoscopyVideo_2_20260106T094213_openCV_696.mhd; 1767689003506; 1767689003516; 6; 33; 38; 3; 1,2,2; 8.1
BronchoscopyVideo_2_20260106T094213_openCV_697.mhd; 1767689003606; 1767689003616; 6; 31; 38; 3; 1,2,2; 7
BronchoscopyVideo_2_20260106T094213_openCV_698.mhd; 1767689003706; 1767689003715; 6; 30; 38; 3; 1,2,2; 6.9
BronchoscopyVideo_2_20260106T094213_openCV_699.mhd; 1767689003806; 1767689003815; 6; 29; 38; 3; 1,2,2; 7.1
BronchoscopyVideo_2_20260106T094213_openCV_700.mhd; 1767689003906; 1767689003915; 6; 28; 38; 3; 1,2,2; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_701.mhd; 1767689004006; 1767689004015; 6; 29; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_702.mhd; 1767689004106; 1767689004115; 6; 29; 38; 3; 1,2,2; 6.8
BronchoscopyVideo_2_20260106T094213_openCV_703.mhd; 1767689004206; 1767689004214; 6; 29; 38; 3; 1,2,2; 6.5
BronchoscopyVideo_2_20260106T094213_openCV_704.mhd; 1767689004306; 1767689004315; 6; 30; 38; 3; 1,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_705.mhd; 1767689004406; 1767689004414; 6; 30; 38; 3; 1,2,2; 5.4
BronchoscopyVideo_2_20260106T094213_openCV_706.mhd; 1767689004506; 1767689004514; 6; 29; 38; 3; 1,2,2; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_707.mhd; 1767689004606; 1767689004614; 6; 27; 38; 3; 1,2,2; 5.4
BronchoscopyVideo_2_20260106T094213_openCV_708.mhd; 1767689004706; 1767689004714; 6; 26; 38; 3; 1,2,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_709.mhd; 1767689004806; 1767689004814; 6; 25; 38; 3; 1,2,2; 5.5
BronchoscopyVideo_2_20260106T094213_openCV_710.mhd; 1767689004906; 1767689004914; 6; 23; 38; 3; 1,2,2; 5.6
BronchoscopyVideo_2_20260106T094213_openCV_711.mhd; 1767689005006; 1767689005014; 6; 23; 38; 3; 1,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_712.mhd; 1767689005106; 1767689005114; 6; 26; 38; 3; 1,2,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_713.mhd; 1767689005206; 1767689005214; 6; 29; 38; 3; 1,2,2; 5.5
BronchoscopyVideo_2_20260106T094213_openCV_714.mhd; 1767689005306; 1767689005314; 6; 35; 38; 3; 1,2,2; 5.2
BronchoscopyVideo_2_20260106T094213_openCV_715.mhd; 1767689005406; 1767689005414; 4; 1; 14; 4; 1,2,2,2; 5.3
BronchoscopyVideo_2_20260106T094213_openCV_716.mhd; 1767689005506; 1767689005514; 6; 37; 38; 3; 1,2,2; 5.4
BronchoscopyVideo_2_20260106T094213_openCV_717.mhd; 1767689005606; 1767689005614; 6; 36; 38; 3; 1,2,2; 5.2
BronchoscopyVideo_2_20260106T094213_openCV_718.mhd; 1767689005706; 1767689005714; 4; 4; 14; 4; 1,2,2,2; 5.5
BronchoscopyVideo_2_20260106T094213_openCV_719.mhd; 1767689005806; 1767689005814; 4; 8; 14; 4; 1,2,2,2; 5.8
BronchoscopyVideo_2_20260106T094213_openCV_720.mhd; 1767689005906; 1767689005914; 4; 11; 14; 4; 1,2,2,2; 5.7
BronchoscopyVideo_2_20260106T094213_openCV_721.mhd; 1767689006006; 1767689006013; 18; 4; 20; 5; 1,2,2,2,2; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_722.mhd; 1767689006106; 1767689006114; 18; 6; 20; 5; 1,2,2,2,2; 4.7
BronchoscopyVideo_2_20260106T094213_openCV_723.mhd; 1767689006206; 1767689006213; 18; 3; 20; 5; 1,2,2,2,2; 5
BronchoscopyVideo_2_20260106T094213_openCV_724.mhd; 1767689006306; 1767689006313; 18; 4; 20; 5; 1,2,2,2,2; 5.1
BronchoscopyVideo_2_20260106T094213_openCV_725.mhd; 1767689006406; 1767689006413; 18; 8; 20; 5; 1,2,2,2,2; 4.3
BronchoscopyVideo_2_20260106T094213_openCV_726.mhd; 1767689006506; 1767689006513; 18; 10; 20; 5; 1,2,2,2,2; 4.4
BronchoscopyVideo_2_20260106T094213_openCV_727.mhd; 1767689006606; 1767689006613; 18; 11; 20; 5; 1,2,2,2,2; 3.9
BronchoscopyVideo_2_20260106T094213_openCV_728.mhd; 1767689006706; 1767689006712; 18; 13; 20; 5; 1,2,2,2,2; 3.4
BronchoscopyVideo_2_20260106T094213_openCV_729.mhd; 1767689006806; 1767689006812; 18; 15; 20; 5; 1,2,2,2,2; 3.4
BronchoscopyVideo_2_20260106T094213_openCV_730.mhd; 1767689006906; 1767689006912; 18; 18; 20; 5; 1,2,2,2,2; 3.1
BronchoscopyVideo_2_20260106T094213_openCV_731.mhd; 1767689007006; 1767689007012; 18; 18; 20; 5; 1,2,2,2,2; 3.1
BronchoscopyVideo_2_20260106T094213_openCV_732.mhd; 1767689007106; 1767689007112; 18; 19; 20; 5; 1,2,2,2,2; 3.2
